VBELN,ERDAT,AUART,KUNNR
2000002071,2025-02-23,OR,0000000340
2000004010,2023-01-19,OR,0000000279
2000004194,2022-12-15,OR,0000000361
2000001779,2023-08-15,OR,0000000123
2000002983,2024-12-30,OR,0000000106
2000005576,2023-12-31,OR,0000000019
2000008287,2023-08-02,OR,0000000351
2000001523,2023-06-12,OR,0000000045
2000002471,2023-08-09,OR,0000000291
2000004195,2023-02-27,OR,0000000091
2000009574,2025-06-21,OR,0000000116
2000002245,,RE,0000000162
2000001011,2024-10-04,OR,0000000114
2000009479,2024-01-09,OR,0000000251
2000003445,2025-02-03,RE,0000000369
2000007482,2024-06-21,OR,0000000398
2000008865,2025-02-26,OR,0000000122
2000007807,2023-10-06,OR,0000000199
2000003371,2024-01-07,OR,0000000019
2000000895,2025-02-27,OR,0000000472
2000001240,2023-09-02,OR,0000000108
2000004356,2024-10-08,OR,0000000203
2000003002,2024-11-11,OR,0000000441
2000003488,2023-03-14,OR,0000000191
2000002069,2024-10-15,OR,0000000395
2000009806,2023-10-13,OR,0000000116
2000004402,2022-10-13,RE,0000000044
2000003679,2022-12-17,OR,0000000339
2000000672,2023-03-05,OR,0000000345
2000000451,2024-05-13,OR,0000000392
2000006150,2025-07-31,RE,0000000080
2000009123,2022-12-24,OR,0000000350
2000006327,2024-03-26,OR,0000000302
2000000392,2022-12-12,OR,0000000392
2000007643,2022-11-01,SO,0000000111
2000005706,2024-01-16,OR,0000000049
2000000882,2023-06-11,OR,0000000203
2000002040,2023-11-22,OR,0000000197
2000005624,2023-10-28,OR,0000000450
2000007216,2024-03-07,OR,0000000366
2000009493,2023-09-09,OR,0000000333
2000007128,2025-03-12,OR,0000000245
2000004006,2025-01-20,RE,0000000199
2000006613,2023-07-22,OR,0000000419
2000006659,2023-06-24,OR,0000000446
2000008876,,OR,0000000371
2000009886,2023-10-05,OR,0000000234
2000003826,2024-02-02,OR,0000000032
2000008485,2023-10-05,OR,0000000099
2000001232,2023-11-28,OR,0000000101
2000006153,2025-04-28,OR,0000000275
2000002212,2024-12-18,SO,0000000208
2000003459,2023-01-27,OR,0000000171
2000004138,2023-11-15,OR,0000000450
2000005484,2023-08-03,OR,0000000451
2000009968,2024-03-28,OR,0000000033
2000006350,2022-11-27,RE,0000000236
2000001228,2024-11-07,OR,0000000051
2000007942,2023-01-31,OR,0000000404
2000001342,2024-08-08,OR,0000000379
2000006552,2022-09-10,OR,0000000343
2000001166,2023-08-22,OR,0000000411
2000003090,2024-02-09,OR,0000000257
2000005525,2024-11-20,OR,0000000285
2000007926,2023-11-14,RE,0000000276
2000006298,2024-10-07,OR,0000000008
2000001904,2024-12-27,OR,0000000316
2000009755,2025-03-30,OR,0000000237
2000001763,2025-04-16,OR,0000000274
2000004745,2023-07-16,OR,0000000207
2000009078,2025-08-07,RE,0000000417
2000008391,2023-10-30,SO,0000000281
2000004443,2024-06-21,OR,0000000324
2000009140,2024-04-06,OR,0000000061
2000006781,2024-11-21,OR,0000000263
2000007678,2024-07-06,OR,0000000329
2000003665,2023-12-08,OR,0000000244
2000004406,2025-06-13,OR,0000000169
2000000282,2025-04-18,OR,0000000154
2000006362,2024-05-03,OR,0000000484
2000000777,2023-03-25,OR,0000000061
2000004832,2023-04-25,OR,0000000455
2000006393,2024-04-09,OR,0000000261
2000001481,2023-05-24,OR,0000000068
2000007447,2024-05-02,OR,0000000430
2000001080,2025-04-02,RE,0000000256
2000002407,2025-02-24,OR,0000000044
2000004235,2025-06-07,OR,0000000160
2000004952,2024-06-29,OR,0000000317
2000001364,2024-10-28,OR,0000000441
2000000786,2024-10-02,OR,0000000050
2000004319,2024-10-29,OR,0000000057
2000008040,2023-04-30,OR,0000000303
2000003893,2024-07-12,OR,0000000051
2000003416,2025-06-22,OR,0000000200
2000001451,2025-02-03,OR,0000000091
2000008079,2023-06-13,OR,0000000247
2000006962,2024-12-28,OR,0000000436
2000005894,2024-01-14,OR,0000000405
2000008240,2024-07-26,OR,0000000173
2000009163,2022-11-10,OR,0000000143
2000004513,2024-07-01,RE,0000000226
2000005368,2025-05-30,SO,0000000410
2000006868,2022-12-03,OR,0000000236
2000005749,2025-08-17,OR,0000000424
2000009449,2024-03-17,OR,0000000141
2000009460,2024-11-15,OR,0000000330
2000002844,2024-11-11,OR,0000000099
2000001168,2023-05-27,OR,0000000477
2000003504,2022-12-05,OR,0000000340
2000001728,2024-07-30,SO,0000000078
2000000145,2023-07-18,OR,0000000476
2000008259,2024-06-10,OR,0000000128
2000006554,2024-06-25,OR,0000000309
2000003315,2023-02-04,OR,0000000008
2000006810,2024-06-11,OR,0000000058
2000009149,2024-01-12,OR,0000000234
2000008705,2024-01-14,OR,0000000096
2000000154,2024-02-28,OR,0000000198
2000003965,2022-08-31,OR,0000000069
2000002951,2024-02-07,OR,0000000394
2000006277,2023-01-04,RE,0000000383
2000000942,2023-02-05,RE,0000000219
2000006572,2024-08-12,RE,0000000352
2000004635,2024-12-28,OR,0000000389
2000004862,2024-04-06,OR,0000000237
2000007686,2024-08-07,RE,0000000311
2000004039,2025-05-02,OR,0000000412
2000006265,2023-12-01,OR,0000000034
2000005365,2023-02-07,OR,0000000189
2000002661,2023-09-30,OR,0000000375
2000000216,2023-04-05,OR,0000000031
2000008140,2022-09-29,OR,0000000113
2000004487,2024-07-19,OR,0000000187
2000002468,2025-05-24,OR,0000000013
2000001176,2024-12-16,OR,0000000336
2000001325,2025-01-26,RE,0000000481
2000004776,2022-09-06,OR,0000000303
2000003339,2024-01-06,OR,0000000243
2000005967,2024-06-03,OR,0000000037
2000004462,2023-01-24,OR,0000000401
2000001634,2022-11-06,OR,0000000292
2000005194,2022-09-17,OR,0000000134
2000008000,2022-10-14,OR,0000000155
2000000792,2022-11-09,OR,0000000214
2000009182,2024-10-25,OR,0000000111
2000003999,2023-10-08,OR,0000000423
2000009970,2023-03-11,OR,0000000324
2000003563,2025-05-24,OR,0000000115
2000002746,2024-11-03,OR,0000000489
2000009670,2024-11-17,OR,0000000077
2000000273,2024-08-18,OR,0000000455
2000001394,2025-01-02,RE,0000000440
2000008183,2024-09-20,OR,0000000266
2000008226,2023-05-17,OR,0000000245
2000005777,2024-04-10,RE,0000000436
2000009405,2023-05-29,OR,0000000261
2000000094,2023-08-06,OR,0000000228
2000000585,2024-03-13,OR,0000000184
2000000931,2025-06-28,RE,0000000394
2000005028,2023-11-27,RE,0000000372
2000009628,2022-10-30,OR,0000000313
2000005770,2023-04-01,OR,0000000280
2000004598,2024-04-19,OR,0000000218
2000007876,2022-12-13,OR,0000000263
2000003525,2024-04-30,OR,0000000159
2000000387,2024-04-30,OR,0000000005
2000004263,2022-11-27,RE,0000000053
2000005337,2023-01-02,OR,0000000006
2000008393,2024-12-31,SO,0000000339
2000001609,2023-05-03,RE,0000000398
2000000251,2023-04-05,OR,0000000272
2000001535,2024-01-05,OR,0000000112
2000000043,2023-04-11,OR,0000000301
2000009023,2023-10-05,OR,0000000330
2000001030,2022-09-05,OR,0000000412
2000004530,2024-10-09,OR,0000000101
2000009868,2024-06-08,OR,0000000284
2000007138,2023-06-11,OR,0000000138
2000006811,2023-03-02,OR,0000000328
2000008186,2024-03-17,OR,0000000218
2000007666,2023-05-01,OR,0000000293
2000005155,2024-05-05,OR,0000000317
2000002826,2025-05-01,OR,0000000027
2000008764,2024-07-07,OR,0000000152
2000002273,2023-12-21,OR,0000000107
2000008659,2023-05-23,RE,0000000406
2000001992,2022-10-08,SO,0000000305
2000009330,2023-02-26,OR,0000000085
2000006777,2024-12-01,OR,0000000354
2000003663,2023-06-10,OR,0000000261
2000005632,2025-05-07,OR,0000000116
2000004793,2024-06-04,OR,0000000482
2000003203,2024-08-30,OR,0000000314
2000003860,2025-06-12,OR,0000000282
2000003465,2025-06-13,OR,0000000023
2000000472,,OR,0000000027
2000007563,2023-05-17,OR,0000000407
2000004738,2025-03-19,OR,0000000407
2000000750,2022-11-15,OR,0000000226
2000007498,2023-12-14,OR,0000000290
2000006365,2024-03-16,RE,0000000208
2000003802,2024-04-01,OR,0000000398
2000009702,2024-05-05,OR,0000000189
2000003109,2024-11-13,OR,0000000068
2000007844,2023-04-27,OR,0000000077
2000005358,2023-07-03,OR,0000000058
2000002728,2024-05-28,OR,0000000165
2000007602,2024-12-09,OR,0000000359
2000003949,2024-02-03,OR,0000000446
2000003867,2025-01-06,OR,0000000198
2000008409,2023-04-29,RE,0000000221
2000001824,2024-09-28,OR,0000000040
2000005104,2024-06-19,OR,0000000188
2000001945,2023-06-10,OR,0000000176
2000004640,2024-07-22,SO,0000000291
2000006512,2022-11-27,OR,0000000310
2000002976,2023-03-05,OR,0000000031
2000004184,,OR,0000000290
2000005730,2025-05-03,OR,0000000029
2000002026,2023-08-20,OR,0000000367
2000007825,2023-09-10,SO,0000000039
2000004918,2025-03-28,OR,0000000256
2000008446,2023-06-13,OR,0000000118
2000004796,2022-10-24,RE,0000000065
2000004848,2022-10-04,OR,0000000083
2000003180,2025-08-18,OR,0000000005
2000004891,2024-09-28,OR,0000000470
2000001599,2023-06-28,OR,0000000441
2000008940,2024-08-10,SO,0000000168
2000008016,2024-09-13,OR,0000000097
2000000835,2024-11-20,OR,0000000428
2000006974,2024-07-23,OR,0000000053
2000007639,2023-06-26,OR,0000000358
2000009563,2024-03-27,OR,0000000374
2000003800,2025-06-27,OR,0000000477
2000003270,2022-12-13,OR,0000000318
2000007242,2024-01-11,OR,0000000227
2000005517,2023-05-20,OR,0000000165
2000005008,2023-12-29,OR,0000000112
2000003015,2025-03-23,SO,0000000099
2000009711,2024-04-20,OR,0000000315
2000003836,2022-10-15,OR,0000000411
2000001888,2025-05-06,OR,0000000098
2000002701,2024-09-26,SO,0000000065
2000009535,2023-09-01,OR,0000000044
2000004816,2024-09-08,OR,0000000106
2000009548,2025-02-21,OR,0000000404
2000009387,2024-01-01,OR,0000000416
2000004046,2024-02-25,OR,0000000360
2000003387,2023-07-29,OR,0000000087
2000007513,2023-12-26,OR,0000000029
2000000499,2023-10-05,OR,0000000084
2000002768,2022-09-23,OR,0000000108
2000006273,2025-06-03,OR,0000000174
2000007537,2024-09-29,RE,0000000183
2000006955,2025-06-06,OR,0000000493
2000003256,2025-03-19,OR,0000000274
2000001932,2024-05-16,OR,0000000493
2000004749,2025-06-04,OR,0000000447
2000000037,2025-05-25,OR,0000000487
2000002534,2024-01-24,OR,0000000460
2000009454,2023-08-03,OR,0000000052
2000008158,2023-09-07,SO,0000000177
2000004439,2024-08-05,OR,0000000007
2000002440,2025-03-04,OR,0000000141
2000005924,2023-08-06,OR,0000000211
2000006300,2022-08-29,OR,0000000329
2000003354,2024-09-26,OR,0000000385
2000004148,2023-04-27,OR,0000000249
2000006157,2024-06-01,OR,0000000467
2000000901,2023-07-15,OR,0000000146
2000006529,2022-12-04,OR,0000000157
2000007668,2024-10-07,OR,0000000112
2000004250,2024-10-26,RE,0000000251
2000007489,2024-10-21,OR,0000000162
2000002113,2022-09-18,OR,0000000036
2000002381,2025-04-14,OR,0000000229
2000002334,2023-07-28,SO,0000000188
2000004471,2024-02-26,RE,0000000244
2000005483,2022-11-30,OR,0000000298
2000007879,2023-07-16,OR,0000000284
2000004871,2023-11-26,OR,0000000497
2000001606,2023-08-09,OR,0000000032
2000002830,2024-01-21,OR,0000000305
2000002675,2024-08-15,OR,0000000258
2000001171,2024-07-19,OR,0000000124
2000004838,2024-07-16,RE,0000000118
2000009120,2024-11-25,OR,0000000090
2000006678,2024-09-22,OR,0000000211
2000000725,2024-10-18,SO,0000000134
2000005444,2023-12-06,OR,0000000182
2000002989,2023-03-12,OR,0000000176
2000005228,2025-04-21,RE,0000000444
2000004400,2024-03-07,OR,0000000297
2000001272,2023-10-01,OR,0000000318
2000005320,2023-07-19,SO,0000000403
2000003283,2023-07-06,OR,0000000330
2000009721,2025-01-21,OR,0000000024
2000006016,2023-02-27,OR,0000000303
2000009323,2023-08-06,OR,0000000127
2000008190,2022-12-20,RE,0000000250
2000000746,2022-09-24,OR,0000000427
2000009238,,OR,0000000456
2000008247,2023-08-22,OR,0000000238
2000002994,2025-03-03,RE,0000000393
2000006892,2024-05-12,OR,0000000360
2000000685,2022-11-22,OR,0000000221
2000007960,2023-06-20,OR,0000000264
2000005334,2025-02-16,OR,0000000187
2000000254,2025-06-24,OR,0000000107
2000009908,2023-08-31,OR,0000000220
2000004104,2024-06-25,OR,0000000260
2000001600,2024-08-26,SO,0000000244
2000009867,2025-05-10,OR,0000000135
2000001836,2023-12-19,RE,0000000027
2000004600,2022-09-25,OR,0000000416
2000000441,2025-08-22,OR,0000000425
2000002630,2025-01-01,OR,0000000292
2000004269,2022-12-28,OR,0000000340
2000009056,2023-06-03,OR,0000000091
2000002787,2023-04-29,SO,0000000240
2000001983,2025-07-28,OR,0000000015
2000008615,2025-01-05,OR,0000000104
2000004794,2024-03-05,OR,0000000440
2000009647,2022-09-15,OR,0000000461
2000002220,2023-02-27,OR,0000000232
2000008762,2023-02-16,RE,0000000003
2000009728,2022-09-30,OR,0000000359
2000008736,2023-11-29,OR,0000000027
2000006053,2025-04-08,OR,0000000461
2000003400,2025-08-16,OR,0000000336
2000004642,2024-01-03,OR,0000000414
2000004013,2025-01-14,OR,0000000169
2000007083,2023-09-14,OR,0000000313
2000006113,2025-06-26,RE,0000000207
2000004177,2022-11-04,OR,0000000192
2000008823,2025-03-18,OR,0000000378
2000009997,2023-04-26,OR,0000000109
2000004357,2025-01-21,OR,0000000387
2000002766,2023-01-30,OR,0000000341
2000001626,2024-12-20,OR,0000000137
2000002867,2025-04-24,OR,0000000053
2000009266,2023-11-15,OR,0000000415
2000006606,2024-02-28,OR,0000000154
2000001529,2023-10-08,OR,0000000179
2000005900,2024-02-11,OR,0000000490
2000008057,2024-01-19,OR,0000000184
2000007374,2024-04-29,OR,0000000230
2000006145,2023-03-02,RE,0000000162
2000005242,2023-01-12,OR,0000000406
2000006120,2022-10-16,OR,0000000238
2000007775,2025-03-22,OR,0000000156
2000003211,2023-01-23,OR,0000000175
2000003480,2024-02-05,OR,0000000198
2000008522,2023-11-19,OR,0000000330
2000004293,2023-07-03,OR,0000000346
2000000352,2023-06-28,OR,0000000298
2000008142,2023-05-08,OR,0000000178
2000000972,2024-01-26,OR,0000000237
2000001721,2025-03-06,OR,0000000362
2000006795,,RE,0000000383
2000007878,2024-01-15,OR,0000000379
2000006351,2025-05-08,OR,0000000242
2000006331,,OR,0000000059
2000007017,2022-10-04,OR,0000000370
2000005482,2025-02-14,OR,0000000084
2000009966,2025-06-14,OR,0000000258
2000009087,2026-05-18,OR,0000000377
2000009281,2023-12-22,SO,0000000176
2000003271,2025-04-25,OR,0000000302
2000008147,2024-04-05,RE,0000000340
2000007136,2025-01-12,OR,0000000242
2000004712,2024-07-22,OR,0000000197
2000009249,2024-10-07,OR,0000000320
2000009911,2023-01-27,OR,0000000124
2000009686,2023-09-17,OR,0000000444
2000008695,2022-10-14,OR,0000000259
2000008919,2023-12-19,RE,0000000020
2000002527,2025-02-27,OR,0000000483
2000003917,2025-02-15,OR,0000000434
2000005208,2023-10-11,OR,0000000294
2000004324,2024-08-30,OR,0000000110
2000000764,2024-12-29,OR,0000000144
2000007396,2024-02-12,RE,0000000142
2000008397,2023-12-22,OR,0000000042
2000006116,2024-08-22,SO,0000000136
2000007474,2024-09-08,RE,0000000473
2000009743,2025-01-20,OR,0000000336
2000009936,2024-05-15,OR,0000000485
2000004522,2025-06-17,OR,0000000165
2000006534,2024-12-25,OR,0000000459
2000009831,2025-05-13,OR,0000000457
2000001665,2023-04-06,OR,0000000096
2000001646,2023-06-12,OR,0000000182
2000007540,2023-08-28,OR,0000000414
2000002533,2024-11-22,SO,0000000284
2000001095,2024-09-10,SO,0000000342
2000008735,2024-08-18,OR,0000000149
2000007812,2023-09-28,OR,0000000026
2000008242,2024-05-07,OR,0000000449
2000009046,2024-02-21,OR,0000000001
2000005239,2025-03-25,OR,0000000496
2000009714,2022-11-04,OR,0000000210
2000009125,2022-11-15,SO,0000000459
2000008048,2024-04-20,OR,0000000090
2000004678,2023-03-03,OR,0000000052
2000000541,2023-05-06,OR,0000000447
2000001297,2023-07-03,OR,0000000474
2000002785,2025-01-29,OR,0000000259
2000005455,2023-04-01,OR,0000000338
2000003145,2024-02-11,OR,0000000493
2000004425,2024-05-03,OR,0000000003
2000008767,2024-04-19,OR,0000000157
2000002378,2024-05-23,OR,0000000394
2000006715,2023-07-12,OR,0000000174
2000008893,2023-05-22,OR,0000000176
2000000057,2023-04-08,OR,0000000424
2000009192,2024-03-17,OR,0000000439
2000008105,2023-12-29,OR,0000000049
2000006925,2023-03-22,RE,0000000273
2000002967,2025-08-18,OR,0000000336
2000005531,2024-01-30,OR,0000000112
2000001387,2024-04-02,OR,0000000308
2000006414,2025-07-26,OR,0000000322
2000000024,2024-08-11,SO,0000000293
2000006029,2025-05-17,SO,0000000336
2000000291,2023-10-22,SO,0000000242
2000007061,2024-12-25,OR,0000000186
2000004684,2023-04-02,OR,0000000119
2000003954,2024-10-07,RE,0000000145
2000000798,2023-08-20,RE,0000000405
2000007843,2024-01-26,OR,0000000067
2000008029,2022-12-24,OR,0000000305
2000006204,2023-05-05,OR,0000000393
2000007793,2023-08-22,OR,0000000066
2000003127,2024-02-27,OR,0000000422
2000005676,2024-11-24,OR,0000000088
2000002351,2023-02-20,OR,0000000154
2000006567,2024-07-30,OR,0000000316
2000008295,2024-01-04,OR,0000000379
2000002326,2025-07-19,OR,0000000348
2000009607,2023-02-01,OR,0000000086
2000001808,2024-11-26,SO,0000000314
2000003114,,OR,0000000112
2000008651,2023-06-30,OR,0000000229
2000005451,2025-03-17,OR,0000000292
2000003081,2023-12-01,OR,0000000169
2000006245,2023-11-01,OR,0000000140
2000007751,2022-12-08,OR,0000000135
2000004686,2023-04-06,OR,0000000060
2000006579,2025-01-18,OR,0000000209
2000000863,2023-01-13,OR,0000000036
2000000710,2022-09-19,OR,0000000324
2000002745,2022-09-08,OR,0000000081
2000008417,2024-07-11,OR,0000000330
2000003930,2024-01-20,OR,0000000440
2000002021,2023-11-26,OR,0000000153
2000005087,2024-11-06,RE,0000000366
2000004276,2024-03-14,OR,0000000489
2000007037,2025-03-21,OR,0000000319
2000004415,2022-11-21,OR,0000000469
2000000860,2023-11-09,OR,0000000294
2000003656,2025-03-14,OR,0000000495
2000004813,2023-07-31,OR,0000000014
2000003193,,OR,0000000215
2000008049,2023-12-15,OR,0000000007
2000007490,2022-09-20,OR,0000000148
2000004928,2024-03-14,OR,0000000323
2000004940,2023-09-05,OR,0000000038
2000004438,2025-04-23,OR,0000000136
2000002259,2022-09-22,OR,0000000342
2000008503,2024-09-22,OR,0000000306
2000007987,2024-05-01,OR,0000000368
2000008248,2024-05-24,OR,0000000054
2000002490,2025-07-20,OR,0000000467
2000006928,2024-11-20,OR,0000000282
2000001133,2023-06-07,OR,0000000413
2000005741,2023-11-24,OR,0000000462
2000005126,2023-06-16,OR,0000000346
2000004115,2022-12-06,OR,0000000276
2000009735,2024-06-13,OR,0000000187
2000009097,2024-08-16,OR,0000000136
2000002596,2025-07-27,OR,0000000042
2000006017,2025-06-15,OR,0000000398
2000002740,2022-11-24,OR,0000000281
2000003733,2024-07-06,OR,0000000292
2000003451,2024-10-08,OR,0000000310
2000007996,2023-01-01,OR,0000000130
2000005536,2023-12-01,OR,0000000490
2000009260,2023-11-20,OR,0000000132
2000002405,2023-05-20,RE,0000000093
2000005301,2023-09-11,OR,0000000326
2000006862,2023-06-20,OR,0000000140
2000000671,2022-10-22,SO,0000000456
2000005457,2024-09-25,OR,0000000285
2000008549,2024-02-03,OR,0000000417
2000001212,2024-04-10,OR,0000000352
2000005854,2024-11-07,OR,0000000126
2000000503,2024-03-09,OR,0000000404
2000008066,2024-12-27,OR,0000000382
2000003938,2023-06-04,RE,0000000327
2000007446,2025-01-21,SO,0000000171
2000006957,2022-09-19,OR,0000000136
2000007691,2023-04-16,OR,0000000307
2000000116,2025-04-19,OR,0000000262
2000001148,2025-06-23,OR,0000000037
2000006165,2023-11-11,OR,0000000231
2000008690,2023-11-19,OR,0000000139
2000000567,2022-10-29,OR,0000000287
2000006046,2024-03-18,OR,0000000407
2000009178,2023-04-21,RE,0000000454
2000007718,2023-05-28,OR,0000000327
2000001476,2023-02-02,OR,0000000347
2000007228,2024-05-19,OR,0000000210
2000006134,2023-11-21,SO,0000000184
2000002266,2025-05-21,OR,0000000361
2000001246,2023-01-25,RE,0000000388
2000006212,2024-04-28,OR,0000000387
2000001435,2024-06-24,OR,0000000082
2000000105,2022-10-23,OR,0000000125
2000008460,2022-09-26,OR,0000000450
2000000425,2025-05-21,OR,0000000419
2000002927,2024-11-02,OR,0000000256
2000007930,2025-03-18,OR,0000000341
2000003773,2022-10-12,OR,0000000205
2000004766,2025-03-04,OR,0000000229
2000006242,2023-01-19,OR,0000000414
2000007147,2024-11-21,OR,0000000242
2000002497,2023-10-24,OR,0000000362
2000009411,2023-03-26,RE,0000000090
2000000019,2023-03-17,SO,0000000376
2000003649,2023-12-17,OR,0000000230
2000004885,2025-08-24,OR,0000000078
2000003438,2025-06-18,OR,0000000459
2000007064,2023-02-01,OR,0000000206
2000001764,2023-11-20,OR,0000000034
2000005321,2023-05-21,RE,0000000454
2000004987,2023-11-09,OR,0000000267
2000008949,2023-05-08,OR,0000000185
2000005829,,OR,0000000425
2000004014,2023-10-16,OR,0000000109
2000001773,2023-04-05,OR,0000000179
2000003741,2023-05-14,OR,0000000486
2000000523,2023-07-24,OR,0000000113
2000004962,2023-02-09,OR,0000000058
2000008902,2024-03-22,OR,0000000421
2000006368,2023-08-04,OR,0000000492
2000007501,2023-07-26,OR,0000000466
2000005413,2025-02-21,OR,0000000073
2000005807,,OR,0000000465
2000005211,2025-06-22,OR,0000000183
2000005695,2024-01-08,OR,0000000027
2000006487,2024-05-19,OR,0000000039
2000009650,2022-09-19,OR,0000000154
